parent_image,child_image,pair_type,kin
F0035/MID1/P00368_face1.jpg,F0035/MID2/P00364_face1.jpg,fs,1
F0035/MID1/P00361_face1.jpg,F0153/MID4/P01645_face0.jpg,fs,0
F0035/MID1/P00370_face0.jpg,F0035/MID4/P00368_face2.jpg,fs,1
F0035/MID1/P00363_face2.jpg,F0771/MID3/P08140_face1.jpg,fs,0
F0035/MID1/P00365_face1.jpg,F0035/MID3/P00369_face1.jpg,fs,1
F0035/MID1/P00361_face1.jpg,F0188/MID1/P02014_face1.jpg,fs,0
F0038/MID1/P00399_face4.jpg,F0038/MID4/P00398_face0.jpg,fs,1
F0038/MID1/P00392_face1.jpg,F0992/MID6/P10448_face9.jpg,fs,0
F0038/MID1/P00395_face0.jpg,F0038/MID6/P00400_face2.jpg,fs,1
F0038/MID1/P00399_face4.jpg,F0922/MID3/P09730_face1.jpg,fs,0
F0038/MID1/P00403_face3.jpg,F0038/MID5/P00400_face0.jpg,fs,1
F0038/MID1/P00397_face1.jpg,F0234/MID5/P02482_face9.jpg,fs,0
F0039/MID2/P00405_face1.jpg,F0039/MID4/P00408_face3.jpg,fs,1
F0039/MID2/P00405_face1.jpg,F0294/MID4/P03130_face2.jpg,fs,0
F0039/MID2/P00405_face1.jpg,F0039/MID3/P00407_face1.jpg,fs,1
F0039/MID2/P00406_face0.jpg,F0537/MID6/P05641_face5.jpg,fs,0
F0042/MID1/P00423_face0.jpg,F0042/MID2/P00422_face0.jpg,fs,1
F0042/MID1/P00422_face1.jpg,F0286/MID4/P03057_face1.jpg,fs,0
F0042/MID5/P11328_face0.jpg,F0042/MID1/P11322_face0.jpg,fs,1
F0042/MID5/P11328_face0.jpg,F0303/MID2/P12157_face1.jpg,fs,0
F0045/MID1/P00447_face0.jpg,F0045/MID3/P00455_face6.jpg,fs,1
F0045/MID1/P00445_face0.jpg,F0362/MID5/P03837_face1.jpg,fs,0
F0045/MID1/P00447_face0.jpg,F0045/MID4/P00446_face0.jpg,fs,1
F0045/MID1/P00451_face2.jpg,F0790/MID3/P11137_face1.jpg,fs,0
F0046/MID1/P00462_face1.jpg,F0046/MID5/P00457_face6.jpg,fs,1
F0046/MID1/P00461_face3.jpg,F0269/MID1/P02867_face5.jpg,fs,0
F0046/MID1/P00459_face0.jpg,F0046/MID4/P00462_face5.jpg,fs,1
F0046/MID1/P00459_face0.jpg,F0989/MID7/P10422_face2.jpg,fs,0
F0047/MID4/P00472_face1.jpg,F0047/MID2/P00467_face2.jpg,fs,1
F0047/MID4/P00473_face1.jpg,F0992/MID4/P02297_face6.jpg,fs,0
F0047/MID4/P00472_face1.jpg,F0047/MID3/P00468_face3.jpg,fs,1
F0047/MID4/P00472_face1.jpg,F0527/MID1/P05541_face1.jpg,fs,0
F0048/MID1/P00480_face4.jpg,F0048/MID6/P00476_face6.jpg,fs,1
F0048/MID1/P00478_face1.jpg,F0684/MID2/P07142_face3.jpg,fs,0
F0051/MID1/P10798_face1.jpg,F0051/MID3/P10806_face0.jpg,fs,1
F0051/MID1/P10804_face0.jpg,F1003/MID3/P13023_face3.jpg,fs,0
F0051/MID1/P10804_face0.jpg,F0051/MID4/P10802_face0.jpg,fs,1
F0051/MID1/P10805_face2.jpg,F0658/MID3/P11026_face2.jpg,fs,0
F0051/MID5/P10801_face1.jpg,F0051/MID1/P10805_face2.jpg,fs,1
F0051/MID5/P10801_face1.jpg,F0987/MID10/P10400_face1.jpg,fs,0
F0054/MID1/P00537_face1.jpg,F0054/MID4/P00532_face1.jpg,fs,1
F0054/MID1/P00532_face3.jpg,F0337/MID2/P03576_face1.jpg,fs,0
F0054/MID1/P00539_face1.jpg,F0054/MID3/P00538_face2.jpg,fs,1
F0054/MID1/P00530_face2.jpg,F0757/MID1/P07989_face0.jpg,fs,0
F0059/MID1/P00594_face2.jpg,F0059/MID2/P00589_face2.jpg,fs,1
F0059/MID1/P00595_face0.jpg,F0708/MID1/P11194_face1.jpg,fs,0
F0061/MID6/P00617_face1.jpg,F0061/MID7/P00617_face2.jpg,fs,1
F0061/MID6/P00617_face1.jpg,F0963/MID3/P10262_face1.jpg,fs,0
F0064/MID1/P00650_face4.jpg,F0064/MID5/P10482_face2.jpg,fs,1
F0064/MID1/P00653_face2.jpg,F0376/MID7/P10626_face14.jpg,fs,0
F0064/MID1/P00640_face0.jpg,F0064/MID4/P00638_face8.jpg,fs,1
F0064/MID1/P00644_face2.jpg,F0376/MID5/P10638_face1.jpg,fs,0
F0064/MID1/P00641_face0.jpg,F0064/MID3/P00642_face0.jpg,fs,1
F0064/MID1/P00654_face5.jpg,F0829/MID5/P08762_face0.jpg,fs,0
F0066/MID1/P00673_face4.jpg,F0066/MID3/P00675_face1.jpg,fs,1
F0066/MID1/P00669_face1.jpg,F0515/MID4/P05432_face2.jpg,fs,0
F0067/MID1/P00681_face2.jpg,F0067/MID4/P00688_face1.jpg,fs,1
F0067/MID1/P00690_face0.jpg,F0552/MID3/P05783_face2.jpg,fs,0
F0068/MID2/P00700_face4.jpg,F0068/MID4/P00696_face2.jpg,fs,1
F0068/MID2/P00697_face0.jpg,F0130/MID2/P01356_face0.jpg,fs,0
F0069/MID1/P00707_face0.jpg,F0069/MID2/P00705_face0.jpg,fs,1
F0069/MID1/P11414_face1.jpg,F0088/MID5/P00913_face1.jpg,fs,0
F0069/MID1/P00705_face1.jpg,F0069/MID6/P11417_face3.jpg,fs,1
F0069/MID1/P00705_face1.jpg,F0354/MID1/P03750_face0.jpg,fs,0
F0070/MID1/P00710_face2.jpg,F0070/MID5/P00713_face4.jpg,fs,1
F0070/MID1/P00710_face2.jpg,F0402/MID4/P04243_face1.jpg,fs,0
F0070/MID6/P00709_face5.jpg,F0070/MID1/P00716_face2.jpg,fs,1
F0070/MID6/P00709_face5.jpg,F0471/MID3/P04959_face2.jpg,fs,0
F0073/MID7/P00755_face0.jpg,F0073/MID5/P00744_face2.jpg,fs,1
F0073/MID7/P00746_face1.jpg,F0090/MID11/P10852_face13.jpg,fs,0
F0076/MID2/P00777_face4.jpg,F0076/MID4/P00781_face0.jpg,fs,1
F0076/MID2/P00773_face5.jpg,F0590/MID3/P12251_face1.jpg,fs,0
F0077/MID1/P00784_face3.jpg,F0077/MID4/P00784_face1.jpg,fs,1
F0077/MID1/P00790_face5.jpg,F0194/MID1/P02095_face3.jpg,fs,0
F0077/MID1/P00789_face1.jpg,F0077/MID6/P00789_face0.jpg,fs,1
F0077/MID1/P00793_face0.jpg,F0195/MID1/P02099_face0.jpg,fs,0
F0079/MID4/P00812_face0.jpg,F0079/MID2/P00813_face2.jpg,fs,1
F0079/MID4/P00813_face0.jpg,F1013/MID5/P13128_face1.jpg,fs,0
F0080/MID3/P00827_face0.jpg,F0080/MID8/P00831_face1.jpg,fs,1
F0080/MID3/P00827_face0.jpg,F0963/MID2/P10253_face0.jpg,fs,0
F0081/MID1/P00832_face1.jpg,F0081/MID7/P00836_face3.jpg,fs,1
F0081/MID1/P00832_face1.jpg,F0542/MID8/P05695_face3.jpg,fs,0
F0081/MID3/P00835_face1.jpg,F0081/MID1/P00836_face1.jpg,fs,1
F0081/MID3/P00835_face1.jpg,F0783/MID5/P08268_face0.jpg,fs,0
F0081/MID4/P00835_face2.jpg,F0081/MID3/P00835_face1.jpg,fs,1
F0081/MID4/P00835_face2.jpg,F0130/MID1/P01360_face1.jpg,fs,0
F0081/MID5/P00835_face3.jpg,F0081/MID4/P00835_face2.jpg,fs,1
F0081/MID5/P00835_face3.jpg,F0703/MID7/P07348_face2.jpg,fs,0
F0084/MID4/P00864_face1.jpg,F0084/MID1/P00872_face0.jpg,fs,1
F0084/MID4/P00869_face1.jpg,F0209/MID4/P02235_face0.jpg,fs,0
F0088/MID1/P00904_face2.jpg,F0088/MID4/P00912_face9.jpg,fs,1
F0088/MID1/P00912_face6.jpg,F0540/MID3/P05668_face0.jpg,fs,0
F0088/MID1/P00913_face0.jpg,F0088/MID5/P00905_face2.jpg,fs,1
F0088/MID1/P00908_face2.jpg,F0596/MID3/P10686_face1.jpg,fs,0
F0088/MID1/P00909_face4.jpg,F0088/MID6/P00905_face1.jpg,fs,1
F0088/MID1/P00913_face0.jpg,F0987/MID1/P10400_face5.jpg,fs,0
F0090/MID1/P10850_face2.jpg,F0090/MID7/P10830_face2.jpg,fs,1
F0090/MID1/P10840_face2.jpg,F0221/MID5/P02343_face2.jpg,fs,0
F0090/MID1/P10828_face1.jpg,F0090/MID4/P10834_face0.jpg,fs,1
F0090/MID1/P10823_face0.jpg,F0926/MID3/P09765_face3.jpg,fs,0
F0090/MID14/P10847_face5.jpg,F0090/MID1/P10823_face0.jpg,fs,1
F0090/MID14/P10847_face5.jpg,F0476/MID5/P05008_face0.jpg,fs,0
F0090/MID14/P10847_face5.jpg,F0090/MID16/P10854_face0.jpg,fs,1
F0090/MID14/P10847_face5.jpg,F0718/MID4/P07529_face5.jpg,fs,0
F0090/MID4/P10850_face1.jpg,F0090/MID11/P10852_face13.jpg,fs,1
F0090/MID4/P10832_face0.jpg,F0035/MID2/P00363_face3.jpg,fs,0
F0096/MID1/P00989_face3.jpg,F0096/MID7/P00993_face2.jpg,fs,1
F0096/MID1/P00983_face0.jpg,F0715/MID6/P07498_face3.jpg,fs,0
F0096/MID1/P00984_face0.jpg,F0096/MID6/P00989_face2.jpg,fs,1
F0096/MID1/P00988_face1.jpg,F0715/MID4/P07498_face2.jpg,fs,0
F0096/MID2/P00980_face1.jpg,F0096/MID1/P00996_face5.jpg,fs,1
F0096/MID2/P00981_face1.jpg,F0013/MID6/P00137_face0.jpg,fs,0
F0097/MID3/P01000_face0.jpg,F0097/MID5/P01005_face1.jpg,fs,1
F0097/MID3/P01006_face2.jpg,F0042/MID1/P00423_face0.jpg,fs,0
F0097/MID3/P01007_face0.jpg,F0097/MID4/P01003_face0.jpg,fs,1
F0097/MID3/P01000_face0.jpg,F0955/MID4/P10064_face1.jpg,fs,0
F0097/MID3/P01007_face0.jpg,F0097/MID1/P01005_face2.jpg,fs,1
F0097/MID3/P01000_face0.jpg,F0532/MID2/P05590_face1.jpg,fs,0
F0098/MID1/P01017_face2.jpg,F0098/MID4/P01009_face4.jpg,fs,1
F0098/MID1/P01012_face1.jpg,F0955/MID3/P10062_face0.jpg,fs,0
F0101/MID3/P01044_face1.jpg,F0101/MID5/P01039_face2.jpg,fs,1
F0101/MID3/P01047_face1.jpg,F0402/MID1/P04240_face1.jpg,fs,0
F0101/MID3/P01046_face0.jpg,F0101/MID1/P01043_face3.jpg,fs,1
F0101/MID3/P01039_face4.jpg,F0068/MID4/P00704_face0.jpg,fs,0
F0101/MID3/P01040_face3.jpg,F0101/MID6/P01044_face0.jpg,fs,1
F0101/MID3/P01038_face0.jpg,F0844/MID3/P08912_face10.jpg,fs,0
F0104/MID1/P01075_face0.jpg,F0104/MID2/P01071_face1.jpg,fs,1
F0104/MID1/P01075_face0.jpg,F0740/MID10/P07768_face2.jpg,fs,0
F0104/MID2/P01068_face0.jpg,F0104/MID7/P01077_face2.jpg,fs,1
F0104/MID2/P01074_face0.jpg,F0527/MID2/P05543_face0.jpg,fs,0
F0105/MID1/P01084_face0.jpg,F0105/MID5/P01084_face1.jpg,fs,1
F0105/MID1/P01082_face3.jpg,F0190/MID1/P02039_face0.jpg,fs,0
F0105/MID1/P01081_face1.jpg,F0105/MID4/P01086_face1.jpg,fs,1
F0105/MID1/P01083_face0.jpg,F0009/MID1/P11727_face2.jpg,fs,0
F0105/MID1/P01081_face1.jpg,F0105/MID3/P01078_face2.jpg,fs,1
F0105/MID1/P01085_face2.jpg,F0645/MID1/P06798_face1.jpg,fs,0
F0107/MID5/P01105_face1.jpg,F0107/MID1/P01100_face2.jpg,fs,1
F0107/MID5/P01111_face8.jpg,F0079/MID2/P00818_face0.jpg,fs,0
F0110/MID2/P01145_face0.jpg,F0110/MID3/P01149_face1.jpg,fs,1
F0110/MID2/P01145_face0.jpg,F0918/MID4/P09691_face2.jpg,fs,0
F0111/MID5/P01157_face1.jpg,F0111/MID4/P01158_face0.jpg,fs,1
F0111/MID5/P01155_face7.jpg,F0350/MID4/P03710_face3.jpg,fs,0
F0113/MID1/P01172_face2.jpg,F0113/MID2/P01174_face0.jpg,fs,1
F0113/MID1/P01172_face2.jpg,F0198/MID4/P02125_face0.jpg,fs,0
F0113/MID1/P01171_face0.jpg,F0113/MID4/P01180_face1.jpg,fs,1
F0113/MID1/P01177_face2.jpg,F0624/MID2/P06556_face1.jpg,fs,0
F0116/MID1/P01204_face0.jpg,F0116/MID3/P01206_face4.jpg,fs,1
F0116/MID1/P01207_face1.jpg,F0194/MID3/P02093_face0.jpg,fs,0
F0116/MID1/P01206_face2.jpg,F0116/MID2/P01211_face2.jpg,fs,1
F0116/MID1/P01204_face0.jpg,F0601/MID9/P06300_face21.jpg,fs,0
F0116/MID1/P01204_face0.jpg,F0116/MID5/P01209_face0.jpg,fs,1
F0116/MID1/P01210_face2.jpg,F0964/MID1/P10157_face2.jpg,fs,0
F0117/MID1/P01228_face0.jpg,F0117/MID3/P01218_face3.jpg,fs,1
F0117/MID1/P01225_face3.jpg,F0601/MID18/P06346_face1.jpg,fs,0
F0118/MID1/P10890_face5.jpg,F0118/MID7/P10858_face3.jpg,fs,1
F0118/MID1/P10864_face1.jpg,F0987/MID9/P04222_face20.jpg,fs,0
F0118/MID1/P10858_face1.jpg,F0118/MID3/P10861_face1.jpg,fs,1
F0118/MID1/P10868_face2.jpg,F0949/MID3/P10003_face2.jpg,fs,0
F0120/MID3/P01247_face0.jpg,F0120/MID5/P01254_face1.jpg,fs,1
F0120/MID3/P01253_face1.jpg,F0395/MID2/P04173_face0.jpg,fs,0
F0125/MID6/P01288_face1.jpg,F0125/MID1/P01288_face0.jpg,fs,1
F0125/MID6/P01288_face1.jpg,F0825/MID9/P08726_face1.jpg,fs,0
F0125/MID6/P01288_face1.jpg,F0125/MID4/P01286_face2.jpg,fs,1
F0125/MID6/P01288_face1.jpg,F0387/MID3/P04106_face5.jpg,fs,0
F0127/MID1/P01315_face0.jpg,F0127/MID4/P01323_face1.jpg,fs,1
F0127/MID1/P01323_face2.jpg,F0047/MID2/P00466_face1.jpg,fs,0
F0128/MID1/P01333_face5.jpg,F0128/MID7/P01333_face2.jpg,fs,1
F0128/MID1/P01336_face7.jpg,F0783/MID4/P08269_face0.jpg,fs,0
F0128/MID1/P01329_face4.jpg,F0128/MID5/P01327_face3.jpg,fs,1
F0128/MID1/P01325_face1.jpg,F0192/MID1/P02060_face0.jpg,fs,0
F0128/MID1/P01327_face4.jpg,F0128/MID6/P01338_face1.jpg,fs,1
F0128/MID1/P01334_face3.jpg,F0658/MID3/P11016_face3.jpg,fs,0
F0128/MID5/P01333_face1.jpg,F0128/MID8/P01334_face1.jpg,fs,1
F0128/MID5/P01326_face4.jpg,F0069/MID6/P11417_face3.jpg,fs,0
F0130/MID1/P01367_face1.jpg,F0130/MID2/P01355_face0.jpg,fs,1
F0130/MID1/P01361_face1.jpg,F0325/MID15/P03448_face13.jpg,fs,0
F0130/MID3/P01359_face1.jpg,F0130/MID5/P01361_face0.jpg,fs,1
F0130/MID3/P01367_face0.jpg,F0476/MID5/P05008_face0.jpg,fs,0
F0130/MID3/P01358_face2.jpg,F0130/MID1/P01360_face1.jpg,fs,1
F0130/MID3/P01358_face2.jpg,F0125/MID1/P01288_face0.jpg,fs,0
F0132/MID1/P01380_face0.jpg,F0132/MID3/P01379_face2.jpg,fs,1
F0132/MID1/P01387_face5.jpg,F0701/MID4/P07329_face0.jpg,fs,0
F0136/MID1/P01442_face0.jpg,F0136/MID2/P01442_face1.jpg,fs,1
F0136/MID1/P01437_face1.jpg,F0130/MID5/P01364_face3.jpg,fs,0
F0141/MID1/P01487_face5.jpg,F0141/MID4/P01493_face3.jpg,fs,1
F0141/MID1/P01493_face1.jpg,F0937/MID2/P09884_face1.jpg,fs,0
F0141/MID1/P01488_face0.jpg,F0141/MID6/P01492_face1.jpg,fs,1
F0141/MID1/P01489_face2.jpg,F0284/MID2/P03034_face9.jpg,fs,0
F0142/MID6/P01497_face1.jpg,F0142/MID2/P01500_face1.jpg,fs,1
F0142/MID6/P01497_face1.jpg,F0489/MID2/P05144_face1.jpg,fs,0
F0144/MID1/P01541_face0.jpg,F0144/MID3/P01537_face0.jpg,fs,1
F0144/MID1/P01544_face0.jpg,F0486/MID4/P05120_face1.jpg,fs,0
F0149/MID1/P01609_face2.jpg,F0149/MID3/P01605_face1.jpg,fs,1
F0149/MID1/P01611_face0.jpg,F0262/MID4/P02792_face1.jpg,fs,0
F0150/MID1/P01614_face0.jpg,F0150/MID3/P01612_face1.jpg,fs,1
F0150/MID1/P01616_face1.jpg,F0600/MID4/P10750_face2.jpg,fs,0
F0150/MID1/P01619_face0.jpg,F0150/MID2/P01616_face0.jpg,fs,1
F0150/MID1/P01615_face2.jpg,F0734/MID3/P10617_face1.jpg,fs,0
F0152/MID6/P01636_face3.jpg,F0152/MID4/P01635_face4.jpg,fs,1
F0152/MID6/P01636_face3.jpg,F0362/MID3/P03841_face13.jpg,fs,0
F0153/MID3/P01645_face2.jpg,F0153/MID4/P01645_face0.jpg,fs,1
F0153/MID3/P01645_face2.jpg,F0221/MID1/P02348_face1.jpg,fs,0
F0154/MID1/P01655_face2.jpg,F0154/MID2/P01653_face1.jpg,fs,1
F0154/MID1/P01651_face1.jpg,F0273/MID4/P02924_face1.jpg,fs,0
F0154/MID1/P01656_face0.jpg,F0154/MID3/P01653_face3.jpg,fs,1
F0154/MID1/P01648_face2.jpg,F0684/MID4/P07139_face2.jpg,fs,0
F0156/MID1/P01673_face0.jpg,F0156/MID5/P01671_face3.jpg,fs,1
F0156/MID1/P01673_face0.jpg,F0101/MID1/P01043_face3.jpg,fs,0
F0156/MID1/P01670_face10.jpg,F0156/MID3/P01675_face0.jpg,fs,1
F0156/MID1/P01668_face4.jpg,F0509/MID3/P05378_face2.jpg,fs,0
F0163/MID1/P01750_face7.jpg,F0163/MID5/P01748_face6.jpg,fs,1
F0163/MID1/P01751_face1.jpg,F0860/MID4/P09092_face1.jpg,fs,0
F0166/MID1/P01790_face2.jpg,F0166/MID4/P01787_face4.jpg,fs,1
F0166/MID1/P01782_face5.jpg,F0963/MID3/P10259_face0.jpg,fs,0
F0166/MID1/P01786_face0.jpg,F0166/MID3/P01782_face3.jpg,fs,1
F0166/MID1/P01782_face5.jpg,F0460/MID5/P04852_face1.jpg,fs,0
F0171/MID2/P01832_face6.jpg,F0171/MID1/P01832_face5.jpg,fs,1
F0171/MID2/P01832_face6.jpg,F0382/MID3/P04052_face2.jpg,fs,0
F0173/MID1/P01864_face9.jpg,F0173/MID5/P01853_face4.jpg,fs,1
F0173/MID1/P01856_face2.jpg,F0009/MID1/P10588_face1.jpg,fs,0
F0173/MID1/P01857_face1.jpg,F0173/MID7/P01857_face0.jpg,fs,1
F0173/MID1/P01865_face0.jpg,F0963/MID2/P10255_face0.jpg,fs,0
F0174/MID2/P01878_face2.jpg,F0174/MID1/P01868_face0.jpg,fs,1
F0174/MID2/P01868_face1.jpg,F0251/MID9/P02669_face2.jpg,fs,0
F0180/MID1/P01933_face3.jpg,F0180/MID4/P01929_face1.jpg,fs,1
F0180/MID1/P01925_face2.jpg,F0696/MID3/P07249_face6.jpg,fs,0
F0181/MID1/P01940_face2.jpg,F0181/MID5/P01935_face2.jpg,fs,1
F0181/MID1/P01935_face4.jpg,F0847/MID3/P08949_face0.jpg,fs,0
F0184/MID1/P01968_face0.jpg,F0184/MID4/P01973_face3.jpg,fs,1
F0184/MID1/P01969_face0.jpg,F0154/MID2/P01648_face1.jpg,fs,0
F0188/MID1/P02018_face1.jpg,F0188/MID6/P02022_face0.jpg,fs,1
F0188/MID1/P02016_face3.jpg,F0545/MID3/P11093_face1.jpg,fs,0
F0188/MID2/P02013_face0.jpg,F0188/MID1/P02014_face1.jpg,fs,1
F0188/MID2/P02013_face0.jpg,F0234/MID5/P02479_face4.jpg,fs,0
F0190/MID2/P02044_face0.jpg,F0190/MID1/P02040_face0.jpg,fs,1
F0190/MID2/P02034_face1.jpg,F0899/MID1/P10550_face0.jpg,fs,0
F0192/MID8/P02066_face1.jpg,F0192/MID1/P02059_face3.jpg,fs,1
F0192/MID8/P02066_face1.jpg,F0042/MID2/P11327_face0.jpg,fs,0
F0194/MID1/P02096_face1.jpg,F0194/MID3/P02091_face0.jpg,fs,1
F0194/MID1/P02094_face0.jpg,F0897/MID4/P09464_face0.jpg,fs,0
F0194/MID2/P02090_face1.jpg,F0194/MID1/P02089_face0.jpg,fs,1
F0194/MID2/P02089_face1.jpg,F0016/MID5/P09379_face0.jpg,fs,0
F0195/MID3/P02102_face0.jpg,F0195/MID1/P02098_face0.jpg,fs,1
F0195/MID3/P02101_face1.jpg,F0701/MID9/P07335_face1.jpg,fs,0
F0196/MID1/P02110_face0.jpg,F0196/MID3/P02103_face1.jpg,fs,1
F0196/MID1/P02105_face2.jpg,F0380/MID6/P04040_face1.jpg,fs,0
F0197/MID2/P02120_face2.jpg,F0197/MID3/P02117_face5.jpg,fs,1
F0197/MID2/P02116_face4.jpg,F0696/MID6/P07249_face3.jpg,fs,0
F0198/MID5/P02132_face2.jpg,F0198/MID3/P02130_face4.jpg,fs,1
F0198/MID5/P02127_face5.jpg,F0515/MID4/P05428_face1.jpg,fs,0
F0198/MID5/P02125_face4.jpg,F0198/MID4/P02126_face3.jpg,fs,1
F0198/MID5/P02125_face4.jpg,F0353/MID3/P03737_face1.jpg,fs,0
F0198/MID5/P02125_face4.jpg,F0198/MID2/P02125_face1.jpg,fs,1
F0198/MID5/P02125_face4.jpg,F0325/MID15/P03448_face13.jpg,fs,0
F0202/MID4/P02182_face1.jpg,F0202/MID1/P02179_face0.jpg,fs,1
F0202/MID4/P02175_face1.jpg,F0247/MID3/P02608_face1.jpg,fs,0
F0202/MID4/P02182_face1.jpg,F0202/MID5/P02176_face3.jpg,fs,1
F0202/MID4/P02175_face1.jpg,F0478/MID7/P05031_face1.jpg,fs,0
F0206/MID1/P10912_face3.jpg,F0206/MID3/P10899_face4.jpg,fs,1
F0206/MID1/P10923_face0.jpg,F0759/MID4/P08007_face1.jpg,fs,0
F0206/MID1/P10897_face0.jpg,F0206/MID13/P10905_face1.jpg,fs,1
F0206/MID1/P10894_face0.jpg,F0337/MID2/P03571_face1.jpg,fs,0
F0206/MID3/P10909_face2.jpg,F0206/MID8/P10912_face0.jpg,fs,1
F0206/MID3/P10905_face2.jpg,F0081/MID7/P00836_face3.jpg,fs,0
F0208/MID1/P02229_face0.jpg,F0208/MID4/P02222_face1.jpg,fs,1
F0208/MID1/P02229_face0.jpg,F0650/MID6/P06844_face3.jpg,fs,0
F0208/MID1/P02228_face1.jpg,F0208/MID3/P02222_face0.jpg,fs,1
F0208/MID1/P02227_face2.jpg,F0926/MID4/P09770_face0.jpg,fs,0
F0209/MID1/P02234_face0.jpg,F0209/MID7/P02231_face0.jpg,fs,1
F0209/MID1/P02231_face1.jpg,F0156/MID3/P01671_face0.jpg,fs,0
F0209/MID1/P02233_face1.jpg,F0209/MID3/P02231_face4.jpg,fs,1
F0209/MID1/P02231_face6.jpg,F0796/MID9/P08428_face3.jpg,fs,0
F0209/MID1/P02234_face0.jpg,F0209/MID5/P02235_face3.jpg,fs,1
F0209/MID1/P02234_face0.jpg,F0257/MID1/P02731_face0.jpg,fs,0
F0209/MID1/P02237_face0.jpg,F0209/MID4/P02235_face0.jpg,fs,1
F0209/MID1/P02231_face6.jpg,F0098/MID4/P01010_face1.jpg,fs,0
